Zone,Produit,Origine,Aliments pour animaux,Autres Utilisations,Disponibilité alimentaire (Kcal/personne/jour),Disponibilité alimentaire en quantité (kg/personne/an),Disponibilité de matière grasse en quantité (g/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Disponibilité intérieure,Exportations - Quantité,Importations - Quantité,Nourriture,Pertes,Production,Semences,Traitement,Variation de stock
Afghanistan,Abats Comestible,animale,0.0,0.0,5.0,1.72,0.2,0.77,53000000.0,0.0,0.0,53000000.0,0.0,53000000.0,0.0,0.0,0.0
Afghanistan,"Agrumes, Autres",vegetale,0.0,0.0,1.0,1.29,0.01,0.02,41000000.0,2000000.0,40000000.0,39000000.0,2000000.0,3000000.0,0.0,0.0,0.0
Afghanistan,Aliments pour enfants,vegetale,0.0,0.0,1.0,0.06,0.01,0.03,2000000.0,0.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Ananas,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Bananes,vegetale,0.0,0.0,4.0,2.7,0.02,0.05,82000000.0,0.0,82000000.0,82000000.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,"Beurre, Ghee",animale,0.0,0.0,23.0,1.17,2.61,0.03,36000000.0,0.0,0.0,36000000.0,0.0,36000000.0,0.0,0.0,0.0
Afghanistan,Bière,vegetale,0.0,0.0,0.0,0.09,0.0,0.0,3000000.0,0.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Blé,vegetale,0.0,0.0,1369.0,160.23,4.69,36.91,5992000000.0,0.0,1173000000.0,4895000000.0,775000000.0,5169000000.0,322000000.0,0.0,-350000000.0
Afghanistan,Boissons Alcooliques,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Café,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Coco (Incl Coprah),vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Crème,animale,0.0,0.0,3.0,0.6,0.32,0.04,18000000.0,0.0,18000000.0,18000000.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,"Céréales, Autres",vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Dattes,vegetale,0.0,0.0,0.0,0.02,0.0,0.0,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Edulcorants Autres,vegetale,0.0,0.0,2.0,0.53,0.0,0.0,16000000.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Feve de Cacao,vegetale,0.0,0.0,0.0,0.02,0.04,0.01,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,"Fruits, Autres",vegetale,0.0,0.0,9.0,7.29,0.06,0.14,240000000.0,69000000.0,4000000.0,223000000.0,17000000.0,304000000.0,0.0,0.0,1000000.0
Afghanistan,Graines de coton,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,27000000.0,0.0,0.0,0.0,0.0,27000000.0,1000000.0,26000000.0,0.0
Afghanistan,Graines de tournesol,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,3000000.0,0.0,3000000.0,0.0
Afghanistan,Graisses Animales Crue,animale,0.0,0.0,12.0,0.49,1.31,0.01,15000000.0,0.0,1000000.0,15000000.0,0.0,14000000.0,0.0,0.0,0.0
Afghanistan,Huil Plantes Oleif Autr,vegetale,0.0,359000000.0,2.0,0.08,0.21,0.0,361000000.0,0.0,360000000.0,2000000.0,0.0,1000000.0,0.0,0.0,0.0
Afghanistan,Huile Graines de Coton,vegetale,0.0,1000000.0,3.0,0.12,0.34,0.0,5000000.0,0.0,0.0,4000000.0,0.0,5000000.0,0.0,0.0,0.0
Afghanistan,Huile d'Arachide,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Huile d'Olive,vegetale,0.0,0.0,0.0,0.02,0.05,0.0,1000000.0,0.0,0.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
Afghanistan,Huile de Colza&Moutarde,vegetale,0.0,0.0,2.0,0.07,0.18,0.0,2000000.0,0.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Huile de Palme,vegetale,0.0,55000000.0,51.0,2.09,5.74,0.0,119000000.0,0.0,119000000.0,64000000.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Huile de Soja,vegetale,0.0,0.0,13.0,0.53,1.46,0.0,16000000.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Huile de Sésame,vegetale,0.0,0.0,1.0,0.05,0.13,0.0,1000000.0,0.0,0.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
Afghanistan,Huile de Tournesol,vegetale,0.0,0.0,18.0,0.75,2.06,0.0,23000000.0,0.0,22000000.0,23000000.0,0.0,1000000.0,0.0,0.0,0.0
Afghanistan,Lait - Excl Beurre,animale,123000000.0,0.0,100.0,62.23,5.19,6.12,2083000000.0,0.0,248000000.0,1901000000.0,58000000.0,1835000000.0,0.0,0.0,0.0
Afghanistan,"Légumes, Autres",vegetale,0.0,0.0,17.0,28.97,0.13,0.85,1007000000.0,34000000.0,124000000.0,885000000.0,122000000.0,916000000.0,0.0,0.0,0.0
Afghanistan,Légumineuses Autres,vegetale,4000000.0,0.0,23.0,2.44,0.14,1.56,86000000.0,0.0,26000000.0,74000000.0,3000000.0,60000000.0,5000000.0,0.0,0.0
Afghanistan,Maïs,vegetale,200000000.0,0.0,21.0,2.5,0.3,0.56,313000000.0,0.0,1000000.0,76000000.0,31000000.0,312000000.0,5000000.0,0.0,0.0
Afghanistan,Miel,vegetale,0.0,0.0,1.0,0.07,0.0,0.0,2000000.0,0.0,0.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0
Afghanistan,Millet,vegetale,0.0,0.0,3.0,0.4,0.02,0.08,13000000.0,0.0,0.0,12000000.0,1000000.0,13000000.0,0.0,0.0,0.0
Afghanistan,Miscellanees,vegetale,0.0,0.0,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Noix,vegetale,0.0,0.0,12.0,1.45,1.07,0.38,44000000.0,12000000.0,0.0,44000000.0,0.0,56000000.0,0.0,0.0,0.0
Afghanistan,Oeufs,animale,0.0,0.0,5.0,1.3,0.36,0.38,47000000.0,0.0,29000000.0,40000000.0,5000000.0,18000000.0,2000000.0,0.0,0.0
Afghanistan,Olives,vegetale,0.0,0.0,0.0,0.06,0.03,0.0,7000000.0,0.0,0.0,2000000.0,0.0,7000000.0,0.0,4000000.0,0.0
Afghanistan,"Oranges, Mandarines",vegetale,0.0,0.0,4.0,4.75,0.01,0.07,145000000.0,0.0,139000000.0,145000000.0,0.0,6000000.0,0.0,0.0,0.0
Afghanistan,Orge,vegetale,360000000.0,0.0,26.0,2.92,0.24,0.79,524000000.0,0.0,10000000.0,89000000.0,52000000.0,514000000.0,22000000.0,0.0,0.0
Afghanistan,"Plantes Oleiferes, Autre",vegetale,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,3000000.0,0.0,2000000.0,0.0
Afghanistan,Poissons Eau Douce,animale,0.0,0.0,0.0,0.07,0.0,0.02,2000000.0,0.0,0.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0
Afghanistan,Poivre,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Pommes,vegetale,0.0,0.0,3.0,2.22,0.01,0.02,72000000.0,7000000.0,0.0,68000000.0,4000000.0,79000000.0,0.0,0.0,0.0
Afghanistan,Pommes de Terre,vegetale,0.0,0.0,15.0,7.53,0.04,0.25,262000000.0,41000000.0,0.0,230000000.0,9000000.0,303000000.0,23000000.0,0.0,0.0
Afghanistan,Raisin,vegetale,0.0,0.0,29.0,15.8,0.12,0.27,513000000.0,97000000.0,0.0,483000000.0,31000000.0,611000000.0,0.0,0.0,0.0
Afghanistan,Riz (Eq Blanchi),vegetale,0.0,0.0,141.0,13.82,0.27,2.7,461000000.0,0.0,119000000.0,422000000.0,24000000.0,342000000.0,14000000.0,0.0,0.0
Afghanistan,Sucre Eq Brut,vegetale,0.0,0.0,84.0,8.35,0.0,0.0,255000000.0,0.0,271000000.0,255000000.0,0.0,2000000.0,0.0,0.0,-19000000.0
Afghanistan,"Sucre, betterave",vegetale,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0.0,15000000.0,0.0,15000000.0,0.0
Afghanistan,"Sucre, canne",vegetale,81000000.0,0.0,0.0,0.0,0.0,0.0,90000000.0,0.0,0.0,0.0,0.0,90000000.0,0.0,9000000.0,0.0
Afghanistan,Sésame,vegetale,0.0,0.0,9.0,0.52,0.77,0.27,21000000.0,11000000.0,0.0,16000000.0,1000000.0,32000000.0,1000000.0,4000000.0,0.0
Afghanistan,Thé,vegetale,0.0,0.0,4.0,3.49,0.0,0.96,107000000.0,0.0,107000000.0,107000000.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Tomates,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,Viande d'Ovins/Caprins,animale,0.0,0.0,31.0,4.92,2.55,1.91,150000000.0,0.0,0.0,150000000.0,0.0,150000000.0,0.0,0.0,0.0
Afghanistan,Viande de Bovins,animale,0.0,0.0,27.0,4.59,2.1,1.89,140000000.0,0.0,6000000.0,140000000.0,0.0,134000000.0,0.0,0.0,0.0
Afghanistan,Viande de Volailles,animale,0.0,0.0,9.0,2.45,0.53,0.87,75000000.0,0.0,48000000.0,75000000.0,0.0,26000000.0,0.0,0.0,0.0
Afghanistan,"Viande, Autre",animale,0.0,0.0,1.0,0.38,0.06,0.17,12000000.0,0.0,0.0,12000000.0,0.0,12000000.0,0.0,0.0,0.0
Afghanistan,Vin,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,"Épices, Autres",vegetale,0.0,0.0,2.0,0.26,0.1,0.11,8000000.0,5000000.0,0.0,8000000.0,0.0,13000000.0,0.0,0.0,0.0
Afrique du Sud,Abats Comestible,animale,0.0,48000000.0,17.0,4.81,0.53,2.58,302000000.0,10000000.0,71000000.0,254000000.0,0.0,241000000.0,0.0,0.0,0.0
Afrique du Sud,"Agrumes, Autres",vegetale,0.0,0.0,0.0,0.14,0.0,0.0,8000000.0,3000000.0,0.0,8000000.0,1000000.0,11000000.0,0.0,0.0,0.0
Afrique du Sud,"Alcool, non Comestible",vegetale,0.0,38000000.0,0.0,0.0,0.0,0.0,38000000.0,178000000.0,15000000.0,0.0,0.0,201000000.0,0.0,0.0,0.0
Afrique du Sud,Aliments pour enfants,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,2000000.0
Afrique du Sud,Ananas,vegetale,0.0,0.0,1.0,0.81,0.0,0.01,48000000.0,72000000.0,14000000.0,43000000.0,5000000.0,101000000.0,0.0,0.0,4000000.0
Afrique du Sud,Animaux Aquatiques Autre,animale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,Arachides Decortiquees,vegetale,0.0,0.0,11.0,0.71,0.91,0.48,54000000.0,13000000.0,38000000.0,38000000.0,1000000.0,29000000.0,2000000.0,13000000.0,0.0
Afrique du Sud,Avoine,vegetale,8000000.0,0.0,5.0,0.75,0.09,0.16,49000000.0,4000000.0,25000000.0,40000000.0,1000000.0,28000000.0,1000000.0,0.0,0.0
Afrique du Sud,Bananes,vegetale,0.0,0.0,12.0,7.04,0.02,0.19,413000000.0,8000000.0,2000000.0,371000000.0,42000000.0,420000000.0,0.0,0.0,0.0
Afrique du Sud,Bananes plantains,vegetale,0.0,0.0,3.0,1.62,0.01,0.04,86000000.0,9000000.0,95000000.0,86000000.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,"Beurre, Ghee",animale,0.0,0.0,7.0,0.35,0.78,0.01,19000000.0,5000000.0,3000000.0,19000000.0,0.0,20000000.0,0.0,0.0,0.0
Afrique du Sud,Bière,vegetale,0.0,0.0,82.0,60.91,0.0,0.83,3215000000.0,66000000.0,131000000.0,3215000000.0,0.0,3150000000.0,0.0,0.0,0.0
Afrique du Sud,Blé,vegetale,37000000.0,0.0,492.0,60.13,2.09,15.4,3316000000.0,495000000.0,1490000000.0,3174000000.0,74000000.0,1870000000.0,31000000.0,0.0,450000000.0
Afrique du Sud,Boissons Alcooliques,vegetale,0.0,60000000.0,52.0,6.38,0.0,0.0,397000000.0,53000000.0,79000000.0,337000000.0,0.0,371000000.0,0.0,0.0,0.0
Afrique du Sud,Boissons Fermentés,vegetale,0.0,0.0,0.0,0.01,0.0,0.0,1000000.0,122000000.0,7000000.0,1000000.0,0.0,64000000.0,0.0,0.0,51000000.0
Afrique du Sud,Café,vegetale,0.0,0.0,1.0,0.93,0.0,0.06,49000000.0,15000000.0,64000000.0,49000000.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,Cephalopodes,animale,0.0,0.0,0.0,0.12,0.0,0.05,7000000.0,5000000.0,9000000.0,7000000.0,0.0,3000000.0,0.0,0.0,0.0
Afrique du Sud,Citrons & Limes,vegetale,0.0,0.0,0.0,0.38,0.0,0.0,33000000.0,253000000.0,2000000.0,20000000.0,13000000.0,257000000.0,0.0,0.0,27000000.0
Afrique du Sud,Coco (Incl Coprah),vegetale,0.0,0.0,2.0,0.46,0.16,0.02,24000000.0,1000000.0,25000000.0,24000000.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,Crustacés,animale,0.0,0.0,0.0,0.42,0.0,0.1,22000000.0,4000000.0,24000000.0,22000000.0,0.0,3000000.0,0.0,0.0,0.0
Afrique du Sud,Crème,animale,0.0,0.0,0.0,0.05,0.03,0.0,3000000.0,0.0,0.0,3000000.0,0.0,3000000.0,0.0,0.0,0.0
Afrique du Sud,"Céréales, Autres",vegetale,8000000.0,0.0,1.0,0.07,0.0,0.02,12000000.0,10000000.0,3000000.0,4000000.0,0.0,19000000.0,0.0,0.0,0.0
Afrique du Sud,Dattes,vegetale,0.0,0.0,0.0,0.01,0.0,0.0,1000000.0,2000000.0,2000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,Edulcorants Autres,vegetale,0.0,0.0,13.0,1.69,0.0,0.0,89000000.0,42000000.0,54000000.0,89000000.0,0.0,77000000.0,0.0,0.0,0.0
Afrique du Sud,Feve de Cacao,vegetale,0.0,0.0,6.0,0.47,0.53,0.1,25000000.0,7000000.0,32000000.0,25000000.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,"Fruits, Autres",vegetale,0.0,0.0,6.0,4.89,0.12,0.08,441000000.0,524000000.0,17000000.0,258000000.0,50000000.0,914000000.0,0.0,133000000.0,34000000.0
Afrique du Sud,Girofles,vegetale,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,Graines Colza/Moutarde,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,112000000.0,3000000.0,2000000.0,0.0,0.0,112000000.0,0.0,112000000.0,1000000.0
Afrique du Sud,Graines de coton,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,68000000.0,0.0,79000000.0,0.0,3000000.0,9000000.0,0.0,65000000.0,-20000000.0
Afrique du Sud,Graines de tournesol,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,590000000.0,2000000.0,34000000.0,0.0,0.0,557000000.0,3000000.0,587000000.0,0.0
Afrique du Sud,Graisses Animales Crue,animale,0.0,43000000.0,6.0,0.3,0.65,0.0,59000000.0,5000000.0,29000000.0,16000000.0,0.0,33000000.0,0.0,0.0,1000000.0
Afrique du Sud,Haricots,vegetale,0.0,0.0,17.0,1.83,0.07,1.08,105000000.0,7000000.0,51000000.0,96000000.0,3000000.0,60000000.0,5000000.0,0.0,0.0
Afrique du Sud,Huil Plantes Oleif Autr,vegetale,0.0,11000000.0,2.0,0.07,0.18,0.0,17000000.0,13000000.0,20000000.0,4000000.0,0.0,8000000.0,0.0,2000000.0,2000000.0
Afrique du Sud,Huile Graines de Coton,vegetale,0.0,0.0,1.0,0.04,0.1,0.0,2000000.0,32000000.0,10000000.0,2000000.0,0.0,11000000.0,0.0,0.0,13000000.0
Afrique du Sud,Huile d'Arachide,vegetale,0.0,4000000.0,5.0,0.21,0.57,0.0,15000000.0,0.0,0.0,11000000.0,0.0,6000000.0,0.0,0.0,10000000.0
Afrique du Sud,Huile d'Olive,vegetale,0.0,0.0,1.0,0.06,0.17,0.0,3000000.0,1000000.0,5000000.0,3000000.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,Huile de Coco,vegetale,0.0,0.0,2.0,0.07,0.2,0.0,4000000.0,0.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,Huile de Colza&Moutarde,vegetale,0.0,40000000.0,0.0,0.0,0.0,0.0,40000000.0,0.0,4000000.0,0.0,0.0,37000000.0,0.0,0.0,0.0
Afrique du Sud,Huile de Germe de Maïs,vegetale,0.0,0.0,37.0,1.52,4.16,0.0,80000000.0,0.0,0.0,80000000.0,0.0,81000000.0,0.0,0.0,0.0
Afrique du Sud,Huile de Palme,vegetale,0.0,399000000.0,23.0,0.95,2.6,0.0,449000000.0,7000000.0,456000000.0,50000000.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,Huile de Palmistes,vegetale,0.0,16000000.0,7.0,0.31,0.84,0.0,32000000.0,0.0,32000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,Huile de Soja,vegetale,0.0,0.0,109.0,4.5,12.33,0.0,238000000.0,66000000.0,206000000.0,238000000.0,0.0,98000000.0,0.0,0.0,0.0
Afrique du Sud,Huile de Sésame,vegetale,0.0,0.0,0.0,0.01,0.03,0.0,1000000.0,0.0,0.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
Afrique du Sud,Huile de Tournesol,vegetale,0.0,30000000.0,126.0,5.19,14.23,0.0,304000000.0,79000000.0,132000000.0,274000000.0,0.0,221000000.0,0.0,0.0,30000000.0
Afrique du Sud,Huiles de Foie de Poisso,animale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,Huiles de Poissons,animale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0
Afrique du Sud,Ignames,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,Lait - Excl Beurre,animale,123000000.0,0.0,85.0,55.75,5.26,4.55,3093000000.0,697000000.0,292000000.0,2942000000.0,32000000.0,3260000000.0,0.0,0.0,238000000.0
Afrique du Sud,"Légumes, Autres",vegetale,51000000.0,0.0,23.0,25.08,0.22,0.93,1511000000.0,194000000.0,78000000.0,1323000000.0,137000000.0,1621000000.0,0.0,0.0,5000000.0
Afrique du Sud,Légumineuses Autres,vegetale,18000000.0,0.0,2.0,0.23,0.01,0.14,30000000.0,2000000.0,8000000.0,12000000.0,0.0,24000000.0,1000000.0,0.0,0.0
Afrique du Sud,Manioc,vegetale,0.0,57000000.0,0.0,0.0,0.0,0.0,57000000.0,2000000.0,58000000.0,0.0,0.0,0.0,0.0,0.0,1000000.0
Afrique du Sud,Maïs,vegetale,4715000000.0,0.0,858.0,100.1,7.69,21.91,10480000000.0,3036000000.0,56000000.0,5283000000.0,405000000.0,11811000000.0,33000000.0,43000000.0,1650000000.0
Afrique du Sud,Miel,vegetale,0.0,0.0,1.0,0.06,0.0,0.0,3000000.0,0.0,2000000.0,3000000.0,0.0,1000000.0,0.0,0.0,0.0
Afrique du Sud,Millet,vegetale,8000000.0,0.0,1.0,0.09,0.01,0.02,13000000.0,0.0,7000000.0,5000000.0,0.0,7000000.0,0.0,0.0,0.0
Afrique du Sud,Miscellanees,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,"Mollusques, Autres",animale,0.0,0.0,0.0,0.14,0.0,0.01,7000000.0,3000000.0,8000000.0,7000000.0,0.0,2000000.0,0.0,0.0,0.0
Afrique du Sud,Noix,vegetale,0.0,0.0,2.0,0.33,0.2,0.06,17000000.0,35000000.0,20000000.0,17000000.0,0.0,28000000.0,0.0,0.0,5000000.0
Afrique du Sud,Oeufs,animale,0.0,0.0,28.0,7.21,1.96,2.26,497000000.0,17000000.0,1000000.0,380000000.0,51000000.0,514000000.0,67000000.0,0.0,0.0
Afrique du Sud,Oignons,vegetale,0.0,0.0,9.0,8.38,0.02,0.25,501000000.0,88000000.0,4000000.0,442000000.0,59000000.0,585000000.0,0.0,0.0,0.0
Afrique du Sud,Olives,vegetale,0.0,0.0,0.0,0.02,0.01,0.0,1000000.0,0.0,2000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,"Oranges, Mandarines",vegetale,0.0,0.0,5.0,7.32,0.03,0.08,422000000.0,1525000000.0,13000000.0,386000000.0,36000000.0,1934000000.0,0.0,0.0,0.0
Afrique du Sud,Orge,vegetale,19000000.0,0.0,1.0,0.09,0.0,0.01,509000000.0,8000000.0,199000000.0,5000000.0,7000000.0,268000000.0,6000000.0,472000000.0,50000000.0
Afrique du Sud,Palmistes,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,Pamplemousse,vegetale,0.0,0.0,2.0,2.54,0.01,0.03,158000000.0,308000000.0,2000000.0,134000000.0,23000000.0,443000000.0,0.0,0.0,20000000.0
Afrique du Sud,Patates douces,vegetale,3000000.0,0.0,3.0,1.12,0.01,0.04,63000000.0,2000000.0,0.0,59000000.0,1000000.0,65000000.0,0.0,0.0,0.0
Afrique du Sud,Perciform,animale,0.0,0.0,2.0,2.16,0.04,0.43,114000000.0,74000000.0,26000000.0,114000000.0,0.0,162000000.0,0.0,0.0,0.0
Afrique du Sud,Piments,vegetale,0.0,0.0,4.0,0.42,0.11,0.16,23000000.0,0.0,6000000.0,22000000.0,1000000.0,17000000.0,0.0,0.0,0.0
Afrique du Sud,Plantes Aquatiques,animale,0.0,14000000.0,0.0,0.0,0.0,0.0,14000000.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0
Afrique du Sud,"Plantes Oleiferes, Autre",vegetale,0.0,1000000.0,0.0,0.0,0.0,0.0,16000000.0,17000000.0,4000000.0,0.0,0.0,23000000.0,0.0,14000000.0,7000000.0
Afrique du Sud,Pois,vegetale,0.0,0.0,2.0,0.26,0.01,0.16,14000000.0,4000000.0,17000000.0,14000000.0,0.0,1000000.0,0.0,0.0,0.0
Afrique du Sud,Poissons Eau Douce,animale,0.0,0.0,0.0,0.19,0.01,0.06,10000000.0,2000000.0,9000000.0,10000000.0,0.0,3000000.0,0.0,0.0,0.0
Afrique du Sud,"Poissons Marins, Autres",animale,0.0,0.0,0.0,0.07,0.0,0.02,4000000.0,3000000.0,1000000.0,4000000.0,0.0,6000000.0,0.0,0.0,0.0
Afrique du Sud,Poissons Pelagiques,animale,62000000.0,0.0,10.0,3.14,0.51,1.16,228000000.0,150000000.0,140000000.0,166000000.0,0.0,237000000.0,0.0,0.0,0.0
Afrique du Sud,Poivre,vegetale,0.0,0.0,0.0,0.03,0.0,0.01,2000000.0,2000000.0,4000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,Pommes,vegetale,0.0,0.0,8.0,11.04,0.04,0.06,655000000.0,806000000.0,501000000.0,583000000.0,45000000.0,904000000.0,0.0,27000000.0,56000000.0
Afrique du Sud,Pommes de Terre,vegetale,217000000.0,103000000.0,60.0,30.66,0.08,1.26,2126000000.0,149000000.0,102000000.0,1618000000.0,109000000.0,2174000000.0,79000000.0,0.0,0.0
Afrique du Sud,Racines nda,vegetale,1000000.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,Raisin,vegetale,0.0,2000000.0,4.0,2.2,0.01,0.04,1558000000.0,437000000.0,15000000.0,116000000.0,0.0,1980000000.0,0.0,1440000000.0,0.0
Afrique du Sud,Riz (Eq Blanchi),vegetale,0.0,0.0,169.0,17.41,0.23,3.25,920000000.0,163000000.0,1311000000.0,919000000.0,0.0,3000000.0,0.0,0.0,-231000000.0
Afrique du Sud,Seigle,vegetale,0.0,0.0,0.0,0.03,0.0,0.0,2000000.0,0.0,0.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0
Afrique du Sud,Soja,vegetale,8000000.0,0.0,12.0,1.27,0.63,1.32,732000000.0,18000000.0,5000000.0,67000000.0,24000000.0,785000000.0,23000000.0,611000000.0,-40000000.0
Afrique du Sud,Sorgho,vegetale,29000000.0,0.0,11.0,1.35,0.09,0.32,192000000.0,61000000.0,56000000.0,71000000.0,13000000.0,147000000.0,2000000.0,78000000.0,50000000.0
Afrique du Sud,Sucre Eq Brut,vegetale,0.0,0.0,319.0,35.19,0.0,0.0,1908000000.0,942000000.0,741000000.0,1857000000.0,0.0,2435000000.0,0.0,51000000.0,-326000000.0
Afrique du Sud,"Sucre, betterave",vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afrique du Sud,"Sucre, canne",vegetale,0.0,0.0,0.0,0.0,0.0,0.0,20033000000.0,0.0,0.0,0.0,1002000000.0,20033000000.0,0.0,19031000000.0,0.0
Afrique du Sud,Sésame,vegetale,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0.0,1000000.0,0.0
Afrique du Sud,Thé,vegetale,0.0,0.0,0.0,0.35,0.0,0.1,18000000.0,8000000.0,26000000.0,18000000.0,0.0,1000000.0,0.0,0.0,0.0
Afrique du Sud,Tomates,vegetale,0.0,0.0,5.0,9.59,0.05,0.27,561000000.0,65000000.0,81000000.0,506000000.0,55000000.0,546000000.0,0.0,0.0,0.0
Afrique du Sud,Viande d'Ovins/Caprins,animale,0.0,0.0,25.0,4.28,2.1,1.53,226000000.0,1000000.0,13000000.0,226000000.0,0.0,213000000.0,0.0,0.0,0.0
Afrique du Sud,Viande de Bovins,animale,0.0,10000000.0,111.0,18.03,8.82,7.23,961000000.0,28000000.0,36000000.0,952000000.0,0.0,953000000.0,0.0,0.0,0.0
Afrique du Sud,Viande de Suides,animale,0.0,0.0,42.0,4.16,4.17,1.11,220000000.0,25000000.0,29000000.0,220000000.0,0.0,216000000.0,0.0,0.0,0.0
Afrique du Sud,Viande de Volailles,animale,0.0,0.0,151.0,37.57,9.73,14.85,1983000000.0,54000000.0,356000000.0,1983000000.0,0.0,1679000000.0,0.0,0.0,2000000.0
